"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","correct","stimulus","correct_response","possible_responses","stim_duration","feedback_duration","exp_stage","condition","trial_num","mode","responses","payment_id","credit_var"
"<div class = centerbox><p class = center-block-text>Welcome to the experiment. This task will take around 10 minutes. Press <strong>enter</strong> to begin.</p></div>","6068","13","6068","0","instruction","poldrack-text","0","6070","0.0-0.0-0.0","go-nogo","true","0","","","","","","","","","","","","","",""
"","20042","","","","instruction","poldrack-instructions","1","26113","0.0-0.0-1.0","go-nogo","true","0","[{""page_index"":0,""viewing_time"":20041}]","","","","","","","","","","","","",""
"","-1","-1","1388","250","practice","poldrack-categorize","2","29508","0.0-1.0-0.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","0","adv","","",""
"","-1","-1","1175","250","practice","poldrack-categorize","3","31939","0.0-1.0-1.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","1","adv","","",""
"","379","32","1350","250","practice","poldrack-categorize","4","34542","0.0-1.0-2.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","2","adv","","",""
"","377","32","1464","250","practice","poldrack-categorize","5","37258","0.0-1.0-3.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","3","adv","","",""
"","405","32","1259","250","practice","poldrack-categorize","6","39771","0.0-1.0-4.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","4","adv","","",""
"","-1","-1","1380","250","practice","poldrack-categorize","7","42403","0.0-1.0-5.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","5","adv","","",""
"","-1","-1","1362","250","practice","poldrack-categorize","8","45017","0.0-1.0-6.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","6","adv","","",""
"","-1","-1","1142","250","practice","poldrack-categorize","9","47411","0.0-1.0-7.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","7","adv","","",""
"","397","32","1194","250","practice","poldrack-categorize","10","49855","0.0-1.0-8.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","8","adv","","",""
"","455","32","1352","250","practice","poldrack-categorize","11","52459","0.0-1.0-9.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","9","adv","","",""
"","","","","","reset_trial","call-function","12","52710","0.0-3.0","go-nogo","true","0","","","","","","","","","","","","","",""
"<div class = centerbox><p class = block-text>Practice is over, we will now begin the experiment. You will no longer get feedback about your responses.</p><p class = block-text>Remember, if you see the <font color=""orange"">orange</font> square you should <strong> respond by pressing the spacebar as quickly as possible</strong>. If you see the <font color=""blue"">blue</font> square you should <strong> not respond</strong>. Press <strong>enter</strong> to begin.</p></div>","22796","13","22796","1000","test_intro","poldrack-text","13","75506","0.0-4.0","go-nogo","true","0","","","","","","","","","","","","","",""
"","479","32","1148","0","test_block","poldrack-single-stim","14","77655","0.0-5.0-0.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","0","adv","","",""
"","409","32","1369","0","test_block","poldrack-single-stim","15","79066","0.0-5.0-1.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","1","adv","","",""
"","370","32","1151","0","test_block","poldrack-single-stim","16","80238","0.0-5.0-2.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","2","adv","","",""
"","368","32","1279","0","test_block","poldrack-single-stim","17","81536","0.0-5.0-3.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","3","adv","","",""
"","341","32","1343","0","test_block","poldrack-single-stim","18","82891","0.0-5.0-4.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","4","adv","","",""
"","361","32","1118","0","test_block","poldrack-single-stim","19","84046","0.0-5.0-5.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","5","adv","","",""
"","353","32","1491","0","test_block","poldrack-single-stim","20","85556","0.0-5.0-6.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","6","adv","","",""
"","365","32","1139","0","test_block","poldrack-single-stim","21","86713","0.0-5.0-7.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","7","adv","","",""
"","351","32","1251","0","test_block","poldrack-single-stim","22","87990","0.0-5.0-8.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","8","adv","","",""
"","365","32","1117","0","test_block","poldrack-single-stim","23","89117","0.0-5.0-9.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","9","adv","","",""
"","353","32","1211","0","test_block","poldrack-single-stim","24","90340","0.0-5.0-10.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","10","adv","","",""
"","361","32","1182","0","test_block","poldrack-single-stim","25","91536","0.0-5.0-11.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","11","adv","","",""
"","377","32","1305","0","test_block","poldrack-single-stim","26","92852","0.0-5.0-12.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","12","adv","","",""
"","340","32","1319","0","test_block","poldrack-single-stim","27","94183","0.0-5.0-13.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","13","adv","","",""
"","320","32","1304","0","test_block","poldrack-single-stim","28","95538","0.0-5.0-14.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","","test","go","14","adv","","",""
