"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","correct","stimulus","correct_response","possible_responses","stim_duration","feedback_duration","exp_stage","condition","trial_num","mode","responses","payment_id","credit_var"
"<div class = centerbox><p class = center-block-text>Welcome to the experiment. This task will take around 10 minutes. Press <strong>enter</strong> to begin.</p></div>","3470","13","3470","0","instruction","poldrack-text","0","3473","0.0-0.0-0.0","go-nogo","true","0","","","","","","","","","","","","","",""
"","14280","","","","instruction","poldrack-instructions","1","17755","0.0-0.0-1.0","go-nogo","true","0","[{""page_index"":0,""viewing_time"":14279}]","","","","","","","","","","","","",""
"","815","32","1367","250","practice","poldrack-categorize","2","21167","0.0-1.0-0.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","0","adv","","",""
"","-1","-1","1038","250","practice","poldrack-categorize","3","23497","0.0-1.0-1.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","1","adv","","",""
"","364","32","1037","250","practice","poldrack-categorize","4","25809","0.0-1.0-2.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","2","adv","","",""
"","-1","-1","1275","250","practice","poldrack-categorize","5","28357","0.0-1.0-3.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","3","adv","","",""
"","-1","-1","1258","250","practice","poldrack-categorize","6","30911","0.0-1.0-4.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","4","adv","","",""
"","451","32","1433","250","practice","poldrack-categorize","7","33639","0.0-1.0-5.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","5","adv","","",""
"","380","32","1144","250","practice","poldrack-categorize","8","36082","0.0-1.0-6.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","6","adv","","",""
"","369","32","1277","250","practice","poldrack-categorize","9","38659","0.0-1.0-7.0","go-nogo","true","0","","true","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","7","adv","","",""
"","-1","-1","1357","250","practice","poldrack-categorize","10","41297","0.0-1.0-8.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","8","adv","","",""
"","-1","-1","1150","250","practice","poldrack-categorize","11","43747","0.0-1.0-9.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","9","adv","","",""
"","","","","","reset_trial","call-function","12","44007","0.0-3.0","go-nogo","true","0","","","","","","","","","","","","","",""
