"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","correct","stimulus","correct_response","possible_responses","stim_duration","feedback_duration","exp_stage","condition","trial_num","mode","responses","payment_id","credit_var"
"<div class = centerbox><p class = center-block-text>Welcome to the experiment. This task will take around 10 minutes. Press <strong>enter</strong> to begin.</p></div>","12970","13","12970","0","instruction","poldrack-text","0","12975","0.0-0.0-0.0","go-nogo","true","0","","","","","","","","","","","","","",""
"","10424","","","","instruction","poldrack-instructions","1","23401","0.0-0.0-1.0","go-nogo","true","0","[{""page_index"":0,""viewing_time"":10422}]","","","","","","","","","","","","",""
"","-1","-1","1417","250","practice","poldrack-categorize","2","26834","0.0-1.0-0.0","go-nogo","true","0","","false","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","0","random","","",""
"","-1","-1","1252","250","practice","poldrack-categorize","3","29343","0.0-1.0-1.0","go-nogo","true","0","","false","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","1","random","","",""
"","-1","-1","1435","250","practice","poldrack-categorize","4","32035","0.0-1.0-2.0","go-nogo","true","0","","false","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","2","random","","",""
"","-1","-1","1200","250","practice","poldrack-categorize","5","34491","0.0-1.0-3.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","3","random","","",""
"","-1","-1","1285","250","practice","poldrack-categorize","6","37033","0.0-1.0-4.0","go-nogo","true","0","","false","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","4","random","","",""
"","-1","-1","1472","250","practice","poldrack-categorize","7","39762","0.0-1.0-5.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","5","random","","",""
"","-1","-1","1009","250","practice","poldrack-categorize","8","42028","0.0-1.0-6.0","go-nogo","true","0","","false","<div class = centerbox><div  id = stim1></div></div>","32","32","750","1000","practice","go","6","random","","",""
"","-1","-1","1013","250","practice","poldrack-categorize","9","44301","0.0-1.0-7.0","go-nogo","true","0","","true","<div class = centerbox><div id = stim2></div></div>","-1","32","750","1000","practice","nogo","7","random","","",""
